id	name	description	synonyms
DOID:9351	diabetes mellitus	A glucose metabolism disease that is characterized by chronic hyperglycaemia with disturbances of carbohydrate, fat and protein metabolism resulting from defects in insulin secretion, insulin action, or both.	["DOID:0081062","diabetes"]
DOID:936	brain disease	A central nervous system disease that is located_in the brain.	["DOID:8510","encephalopathy"]
DOID:9452	steatotic liver disease	A lipid storage disease characterized by the accumulation of large vacuoles of triglyceride fat in at least 5% of hepatocytes.	["DOID:9451","alcoholic fatty liver","Fatty change of liver","fatty liver disease","hepatic lipidosis","hepatic steatosis","SLD","Steatosis of liver"]
DOID:9538	multiple myeloma	A myeloid neoplasm that is located_in the plasma cells in bone marrow.	["myeloma"]
DOID:9667	placental abruption	A placenta disease that is characterized by separation of the placental lining from the uterus of the mother.	["DOID:12976","DOID:12977","DOID:13233","DOID:13234","DOID:13587","DOID:13627","DOID:14406","DOID:9666","abruptio placenta","abruptio placentae"]
DOID:9682	yellow fever	A viral infectious disease that results in infection, has_material_basis_in Yellow fever virus, which is transmitted by Aedes, transmitted by Haemagogus, or transmitted by Sabethes species of mosquitoes. The infection has symptom fever, has symptom muscle pain, has symptom backache, has symptom headache, has symptom shivers, has symptom loss of appetite, has symptom jaundice, and has symptom bleeding from the mouth, nose, eyes or stomach leading to vomitus containing blood.	["DOID:9683","DOID:9684","jungle yellow fever","Sylvatic yellow fever","urban yellow fever","Yellow fever, sylvan"]
DOID:9778	irritable bowel syndrome	An intestinal disease that is characterized by chronic abdominal pain, discomfort, bloating, and alteration of bowel habits in the absence of any detectable organic cause.	["IBD","Irritable colon"]
DOID:987	alopecia	A hypotrichosis that is characterized by a loss of hair from the head or body.	[]
DOID:9870	galactosemia	A carbohydrate metabolic disorder that involves a defect in galactose metabolism resulting in toxic levels of galactose 1-phosphate in various tissues.	["Galactosaemia","Galactose intolerance"]
DOID:9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.	[]
DOID:9970	obesity	An overnutrition that is characterized by excess body fat, traditionally defined as an elevated ratio of weight to height (specifically 30 kilograms per meter squared), has_material_basis_in a multifactorial etiology related to excess nutrition intake, decreased caloric utilization, and genetic susceptibility, and possibly medications and certain disorders of metabolism, endocrine function, and mental illness.	[]
DOID:9974	drug dependence	A substance dependence that involves the continued use of drugs despite problems related to use of the substance.	[]
DOID:9993	hypoglycemia	A glucose metabolism disease that is characterized by abnormally low levels of blood glucose.	["Hypoglycaemia"]
