id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
https://www.metabolomicsworkbench.org/	PR000436	http://dx.doi.org/10.21228/M8PW36			Dysfunctional lipid metabolism underlies the effect of the perinatal DDT exposure on the development of metabolic syndrome	This study aims to identify changes in lipid mediators in the hypothalamus with triphenyl phosphate (TPP) exposure. UC Davis type 2 diabetes mellitus (UCD-T2DM) rats were treated with TPP (n=8 per group) or not treated (n=8 per group). Each group was analyzed for oxylipin, nitro lipids, endocannabinoid, and endocannabinoid-like monoacylglycerol and N-acylethanolamide changes to investigate alterations in lipid mediator signaling due to TPP exposure. Targeted metabolomic analysis of lipid mediators in rat hypothalamus samples was performed by the Newman lab.
https://www.metabolomicsworkbench.org/	PR000437	http://dx.doi.org/10.21228/M8K31K			NEFA Profile Response to Triphenyl Phosphate Exposure	This study aims to identify changes in non-esterified fatty acid (NEFAs) in the plasma with triphenyl phosphate (TPP) exposure. UC Davis type 2 diabetes mellitus (UCD-T2DM) rats were treated with TPP or not treated. Each group was analyzed for non-esterified fatty acid (NEFA) changes to investigate alterations in NEFAs due to TPP exposure. Targeted analysis of NEFA in rat plasma samples was performed by the Newman lab.
https://www.metabolomicsworkbench.org/	PR000438	http://dx.doi.org/10.21228/M8FC7C			Chronic Obstructive Pulmonary Disease Human Plasma Metabolomics	COPD is a very heterogeneous disease comprising multiple phenotypes. Plasma from 131 human subjects was collected as part of the NIH-sponsored COPDGene cohort and analyzed using untargeted LC-MS (C18+) and (HILIC+) metabolomics. The goal was to identify perturbed compounds and pathways associated with COPD.
https://www.metabolomicsworkbench.org/	PR000439	http://dx.doi.org/10.21228/M8TX3S			PIXiE: An Algorithm for Automated Ion Mobility Arrival Time Extraction and Collision Cross Section Calculation using Global Data Association	Motivation: Drift tube ion mobility spectrometry coupled with mass spectrometry (DTIMS-MS) is increasingly implemented in high throughput omics workflows, and new informatics approaches are necessary for processing the associated data. To automatically extract arrival times for molecules measured by DTIMS at multiple electric fields and compute their associated collisional cross sections (CCS), we created the PNNL Ion Mobility Cross Section Extractor (PIXiE). The primary application presented for this algorithm is the extraction of that can then be used to create a reference library of CCS values for use in high throughput omics analyses. Results: We demonstrate the utility of this approach by automatically extracting arrival times and calculating the associated CCSs for a set of endogenous metabolites and xenobiotics. The PIXiE-generated CCS values were within error of those calculated using commercially available instrument vendor software.
https://www.metabolomicsworkbench.org/	PR000440	http://dx.doi.org/10.21228/M85W25			Urinary Volatile Compound, Associated with Chronic Inflammation In Interstitial Cystitis	Interstitial cystitis (IC)/bladder pain syndrome (BPS) is a clinical condition that manifests as a sensory hypersensitivity of unknown cause and is characterized by urinary frequency, bladder discomfort, and pelvic pain. In the present volatolomic study, we have analyzed the VOCs unique to urine specimens obtained from interstitial cystitis patients, in compassion to healthy controls.This is the novel finding from comprehensive and unbiased metabolomics analysis that urinary menthol is decreased in urine specimens from IC patients, and that the reduced menthol level in IC is potentially linked to the chronic inflammation, which is often observed in IC patients
https://www.metabolomicsworkbench.org/	PR000442	http://dx.doi.org/10.21228/M8XC7Q			Whole blood and serum 1D-1H-NMR metabolomics	Serum is a common sample of convenience for metabolomics studies. Its processing time can be lengthy and may result in the loss of metabolites including those of red blood cells (RBC). Unlike serum, whole blood (WB) can be quickly processed, minimizing the influence of hemolysis without excluding RBC metabolites. To determine differences between serum and WB metabolomes, both sample types, collected from healthy volunteers, were assayed by 1H-NMR spectroscopy. A total of 34 and 51 aqueous metabolites were quantified from serum and WB, respectively. Free hemoglobin (Hgb) levels in serum were measured and the correlation between Hgb and serum metabolites was determined. All metabolites detected in serum were detected at higher concentrations in WB with the exception of acetoacetate and propylene glycol. The 18 unique metabolites of WB included adenosine, AMP, ADP and ATP, which are associated with RBC metabolism. The use of serum results in the underrepresentation of a number of metabolic pathways including branched chain amino acid degradation and glycolysis and gluconeogenesis. The range of free Hgb in serum was 0.03-0.010 g/dL and 8 metabolites were associated (p < 0.05) with free Hgb. The range of free Hgb in serum samples from 18 sepsis patients was 0.02-0.46 g/dL. WB and serum have unique aqueous metabolite profiles but the use of serum may introduce potential pathway bias. Use of WB for metabolomics may be particularly important for studies in diseases like sepsis in which RBC metabolism is altered and mechanical and sepsis-induced hemolysis contributes to variance in the metabolome. This study has been published: Shock 2015;44:200-208.
https://www.metabolomicsworkbench.org/	PR000443	http://dx.doi.org/10.21228/M8SP5T			Bioprospection of the aromatic potential of species from the Atlantic Rainforest in São Paulo: occurrence, taxonomy and chemical, genetic and physiological characterization of plant populations	Neotropical Atlantic Rainforest is a plant diversity rich biome and encompasses distinct vegetation formations depending on the environment. Essential oils (EOs) are part of the plants volatilome and consist of complex blends of hydrophobic metabolites. EOs are valuable for green chemistry applications. However, the interactions between the environment and plant processes controlling its chemical composition are poorly understood. The work aimed to provide a comprehensive characterization of the EOs from native species in distinct Atlantic Rainforest formations and access their antimicrobial potential. Aerial parts were harvested and dried for oil extraction by hydrodistillation, in two subsequent years. Chemical profiles were done by GC-MS and the metabolites identified by mass spectra and retention indices. Oil contents were determined by area normalization using GC–FID. Antimicrobial activity was investigated by in vitro growth inhibition. Computing and graphics were generated in R. The EO chemical profile was determined for plants from 50 species, in 15 botanical families, from nine Rainforest locations. Mono and sesquiterpenes were the most abundant chemical classes, followed by methyl ketones, phenylpropanoids and benzyl alcohols. Season and location were better discriminants for EO chemical profile than botanical family. Modules of co-regulated metabolites were identified and shown to correlate with environmental factors. Antimicrobial activity was widespread for the isolated EOs. Results provide a comprehensive metabolite profile of the EOs from the Atlantic Rainforest. Metabolite modules, correlated to environmental conditions, are conserved in complex plant populations. EOs are effective to inhibit pathogenic bacterial and fungal growth.
https://www.metabolomicsworkbench.org/	PR000444	http://dx.doi.org/10.21228/M8NW2H			Metabolomics of Murine Age-related Deep Vein Thrombosis	Objective: Age is a significant risk factor for the development of venous thrombosis (VT), but the mechanism(s) that underlie this risk remain(s) undefined and poorly understood. Aging is known to adversely influence inflammation and affect metabolism. Untargeted metabolomics permits an agnostic assessment of the physiological landscape and lends insight into the mechanistic underpinnings of clinical phenotypes. The objective of this exploratory study was to test the feasibility of a metabolomics approach for identifying potential metabolic mechanisms of age-related VT. Methods: We subjected whole blood samples collected from young and old nonthrombosed controls and VT mice 2 days after thrombus induction using the electrolytic inferior vena cava, to a methanol:chloroform extraction and assayed the resulting aqueous fractions using 1D-1H- nuclear magnetic resonance. Normalized mouse metabolite data were compared across groups using analysis of variance (ANOVA) with Holm-Sidak post-testing. In addition, associations between metabolite concentrations and parameters of thrombosis such as thrombus and vein wall weights, and markers of inflammation, vein wall P- and E-selectin levels, were assessed using linear regression. The relatedness of the found significant metabolites was visually assessed using a bioinformatics tool, Metscape, which generates compound-reaction-enzyme-gene networks to aid in the interpretation of metabolomics data. Results: Old mice with VT had a greater mean vein wall weight compared with young mice with VT (P < .05). Clot weight differences between old and young mice followed the same trend as vein wall weight (0.011 % 0.04 g vs 0.008 % 0.003 g; P [ not significant). Glutamine (ANOVA, P < .01), proline (ANOVA, P < .01), and phenylalanine (ANOVA, P <.05) levels were increased in old VT mice compared with age-matched controls and young VT mice. Betaine and/or trimethylamine N-oxide levels were increased in aged mice compared with young animals. Vein wall weight was strongly associated with glutamine (P < .05), and phenylalanine (P <.01) concentrations and there was a trend toward an association with proline (P [ .09) concentration. Vein wall Pselectin, but not E-selectin levels, were increased in old VT mice and were associated with the three found metabolites of age-related VT. Collectively, with the addition of glutamate, these metabolites form a single compound-reaction-enzyme gene network that was generated by Metscape. Conclusions: We used 1D-1H-nuclear magnetic resonance metabolite profiling to identify, for the first time, in an experimental model, three potential metabolites, glutamine, phenylalanine, and proline, associated with age-related VT. These metabolites are metabolically related and their levels are associated with vein wall weight and P-selectin concentrations. In aggregate, these findings provide a “roadmap” of pathways that could be interrogated in future studies, which could include provocation of the glutamine, phenylalanine, and proline pathways in the vein wall. This study introduces metabolomics as a new approach to furthering knowledge about the mechanisms of age-related VT. This study has been published: J Vasc Surg Venous Lymphat Disord. 2016 Apr;4(2):221-30. doi: 10.1016/j.jvsv.2015.09.010. Epub 2015 Nov 24.
https://www.metabolomicsworkbench.org/	PR000445	http://dx.doi.org/10.21228/M8J60X			Comparing identified and statistically significant lipids and polar metabolites in 15-year old serum and dried blood spot samples for longitudinal studies	The use of dried blood spots (DBS) has many advantages over traditional plasma and serum samples such as the smaller blood volume required, storage at room temperature, and ability to sample in remote locations. However, understanding the robustness of different analytes in DBS samples is essential, especially in older samples collected for longitudinal studies. Here we analyzed the stability of polar metabolites and lipids in DBS samples collected in 2000-2001 and stored at room temperature. The identified and statistically significant molecules were then compared to matched serum samples stored at –80°C to determine if the DBS samples could be effectively used in a longitudinal study following metabolic disease. A total of 400 polar metabolites and lipids were identified in the serum and DBS samples using gas chromatograph/mass spectrometry (GC/MS), liquid chromatography (LC)/MS, and LC/ion mobility spectrometry-MS (LC/IMS-MS). The identified polar metabolites overlapped well between the sample types, though only one statistically significant metabolite was conserved in a case-control study of older diabetic males with low amounts of high-density lipoproteins and high body mass indices, triacylglycerides and glucose levels when compared to non-diabetic patients with normal levels, indicating that degradation in the DBS samples affects polar metabolite quantitation. Differences in the lipid identifications indicated that some oxidation occurs in the DBS samples. However, 36 statistically significant lipids correlated in both sample types. The difference in the number of statistically significant polar metabolites and lipids indicated that the lipids did not degrade to as great of a degree as the polar metabolites in the DBS samples and lipid quantitation was still possible.
https://www.metabolomicsworkbench.org/	PR000446	http://dx.doi.org/10.21228/M8DC72			CHEAR Plasma Reference Material	CHEAR PlasmaRef_20160726 was provided by Emory University. The material was prepared and analyzed using the Metabolomics Reverse Phase Broad Spectrum analysis on a Synapt G2-Si system. Six samples were injected of the sample reference material that were prepared in replicate.
https://www.metabolomicsworkbench.org/	PR000447	http://dx.doi.org/10.21228/M88P55			Prostate cancer disparity study on urine	LC/MS-MS measurement of inosine to adenosine ratio as well as GC/MS measurement of sarcosine relative values in urine samples from
https://www.metabolomicsworkbench.org/	PR000448	http://dx.doi.org/10.21228/M84W37			Sphingolipid Profiling of Human Aqueous Humor and Trabecular Meshwork in Glaucomatous and Control eyes	Using a triple quadrupole mass spectrometer and direct infusion lipidomics we identified various sphingolipids present in both the aqueous humor and trabecular meshwork of the human eye and compared them between glaucomatous and control groups.
https://www.metabolomicsworkbench.org/	PR000449	http://dx.doi.org/10.21228/M8161N			Tobacco-specific carcinogens induce hypermethylation, DNA adducts and DNA damage in Bladder Cancer	Smoking is a major risk factor for the development of Bladder cancer (BCa); however, the metabolic alterations and functional consequences associated with cigarette smoke carcinogens in BCa remain poorly defined. We assessed the metabolic profile in BCa and identified the key alterations in metabolism associated with smoking.
https://www.metabolomicsworkbench.org/	PR000450	http://dx.doi.org/10.21228/M8WC8S			Phospholipid Profiling of Human Glaucomatous and Control Aqueous Humor and Trabecular Meshwork	In this study we used a triple quadrupole mass spectrometer to investigate the phospholipids within human aqueous humor and trabecular meshwork. Our aim was to find potential differences in the lipid profiles between control and glaucomatous donors to better understand the disease.
https://www.metabolomicsworkbench.org/	PR000451	http://dx.doi.org/10.21228/M8RP6W			Clinical validation for the utility of targeted metabolomic method in chronic fatigue syndrome	Chronic fatigue syndrome (CFS) is a complex, multisystem disease that has affected more than 2 million people in the United States. No biochemical diagnostic lab test is currently available.As a practical test of the reproducibility of our new metabolomic method, we reanalyzed 40 samples from an earlier CFS study
https://www.metabolomicsworkbench.org/	PR000453	http://dx.doi.org/10.21228/M8H60M			DBA2J Mice Aqueous Humor and Trabecular Meshwork Sphingolipids	Identified the sphingolipid and ceramide species and their quantitative differences between normotensive and hypertensive intraocular pressure states in DBA/2J mouse aqueous humor (AH) and trabecular meshwork (TM).
https://www.metabolomicsworkbench.org/	PR000454	http://dx.doi.org/10.21228/M8CC9H			Untargeted metabolomic changes in Chlamydomonas reinhardtii treated with lipid inducing small molecules	A study to investigate the effect of small molecule lipid inducing compounds that leads to hyper accumulation of lipids in N replete cells of Chlamydomonas reinhardtii. These compounds were identified through a high throughput screening designed for that purpose. During that screening, we screened 43,783 compounds and identified 367 primary hits. These 367 hits were further retested using a 8-point dilution series (from 0.25 to 30 uM) and verified the activity of 250 compounds that induce the hyper lipid accumulating phenotype in algae. Once the hit compounds were identified and confirmed, we then performed extensive chemoinformatics analysis to look for common scaffolds and identified several common substructures. We then selected 15 top performing compounds from 5 diverse structural groups and tested biochemical parameters such as growth, lipid accumulating capacity, effect on photosynthetic rates, respiration rates, oxygen consumption rates, analysis of different lipid species to quantify and identify fatty acid species using GC-MS. To understand the global changes in the metabolome, 2 structurally different compounds were selected and compared with cells grown without compounds as control for untargeted metabolomics analysis.
https://www.metabolomicsworkbench.org/	PR000455	http://dx.doi.org/10.21228/M8Q415			Non-targeted Metabolomics Analysis of Golden Retriever Muscular Dystrophy-Affected Muscles Dog	Non-targeted Metabolomics Analysis of Golden Retriever Muscular Dystrophy-Affected Muscles Dog
https://www.metabolomicsworkbench.org/	PR000456	http://dx.doi.org/10.21228/M83W49			A strategy for producing a searchable bronchoalveolar lavage fluid compound database	Comprehensive metabolomic databases for Lipid(+/-) and Aqueous(+) fractions of BALF assembled from a mouse and human COPD experiment.
https://www.metabolomicsworkbench.org/	PR000457	http://dx.doi.org/10.21228/M8060Z			Metabolomic Mechanisms of Dietary Salt Effects on Blood Pressure	Enhanced sensitivity of blood pressure to salt intake is observed in approximately 50% of hypertensive patients, reaching 75% in African American hypertensive patients. We recently discovered a novel role of abnormal cellular intermediary metabolism in hypertension in the Dahl salt-sensitive (SS) rat, the most commonly used polygenic, hereditary model of human salt-sensitive hypertension. We propose to test the hypothesis that blood pressure sensitivity to dietary salt intake in human is associated with metabolite changes in the urine. Leveraging the expertise and resources at the Mayo Clinic Metabolomics Resources Core, we propose to perform targeted LC/MS analysis and NMR spectra generation in urine samples obtained from a subset of subjects from the Dietary Approaches to Stop Hypertension – Sodium (DASH2) clinical trial and kidney tissue extract and urine samples from SS rats and a newly generated transgenic rat that overexpresses fumarase (SS.Fh1+). The study will be the first to systematically characterize urinary metabolite profiles associated with blood pressure response to salt in humans. The study is anticipated to generate new insight into the mechanisms (particularly renal mechanisms) underlying salt-sensitive hypertension. Findings of the proposed study could lead to an expanded clinical study as well as mechanistic studies in animal models.
https://www.metabolomicsworkbench.org/	PR000458	http://dx.doi.org/10.21228/M8VG74			Biomarkers of diabetes risk in children: role of obesity and exercise	This proposal addresses a gap in knowledge about biomarkers for insulin resistance and diabetes. It remains unclear why some populations develop diabetes at higher rates than others and whether prevention and treatment strategies should also differ. The main goal of the current study is to determine the impact of body composition and physical activity on biomarkers for insulin resistance in American Indian adolescents. We propose to use a targeted metabolomic approach to measure amino compounds and fatty acids in plasma. We will address these goals by exploring two Specific Aims: 1. To determine the effects of obesity and physical activity on circulating biomarkers for diabetes and metabolic disease risk in American Indian youth. Plasma samples used for measurements of amino compounds and fatty acids will be acquired from boys and girls 11-21 years old classified as, a) obese, low habitual physical activity and low fitness; b) normal weight, low habitual physical activity and low fitness; or, c) normal weight, high habitual physical activity and high fitness. 2. To determine the impact of exercise training on circulating biomarkers for diabetes and metabolic disease risk in obese American Indian youth. The same obese group tested in the cross-sectional comparison in Aim 1 will complete 16 weeks of aerobic exercise training. Plasma samples acquired before and after training will be used to measure amino compounds and fatty acids. The results of this project will provide novel information about the metabolic changes associated with insulin resistance, obesity, and physical activity in young people who are at risk for, but have not yet developed cardiometabolic disease. The study design takes advantage of, and supports the scientific partnership among investigators at the University of Oklahoma Health Sciences Center, Choctaw Nation of Oklahoma, and Mayo Clinic Rochester. This will set the stage for future lifestyle intervention studies to further explore the concepts outlined in this proposal.
https://www.metabolomicsworkbench.org/	PR000459	http://dx.doi.org/10.21228/M8QP56			Role of the Serine Biosynthesis Pathway in Supporting the Warburg Effect of Pancreatic Cancer Cells	Pancreatic cancer cells metabolize glucose differently than normal adult cells, relying on aerobic glycolysis even in oxygen-rich environments. This phenomenon, known as the Warburg effect, is the basis of PET scans for tumor imaging and diagnosis, but a definitive explanation for how this benefits cancer cells has remained elusive, and altered cell metabolism has not been fully exploited for therapeutic benefit. The Warburg effect is accompanied by expression of the M2 isoform of pyruvate kinase (PK); while many differentiated normal cells express PKM1, proliferating cells, including all cancer cells, express PKM1. We have generated both normal cell lines and pancreatic cancer cell lines that can be genetically controlled to express either PKM1 or PKM2. While normal proliferating cells stop proliferating when forced to express PKM1 rather than PKM2, pancreatic cancer cells proliferate just as rapidly with forced PKM1 expression. Preliminary data shows that pancreatic cancer cells upregulate the serine biosynthesis pathway during forced PKM1 expression. To probe the role of the serine biosynthesis pathway in supporting cancer proliferation in the context of isoform-specific PK expression, we have targeted genes in the serine biosynthesis pathway using the CRISPR/Cas9 system and generated pancreatic cancer knockout cell lines. The proposed research will use isotope-labeled precursors and genetic engineering to identify the metabolic dependencies of pancreatic cancer cells. Genetically engineered pancreatic cancer cell lines cultured with 13C-glucose, 13C-glutamine, or 13C-serine will be extracted and sent to the Mayo Clinic Metabolomics Resource Core for isotopic enrichment analysis of various amino acids, TCA cycle metabolites, fatty acids, and sphingolipids. This work will provide crucial first insight for altered metabolism of pancreatic cancer cells that can lead to novel metabolic targets for effectively treating pancreatic cancer.
https://www.metabolomicsworkbench.org/	PR000460	http://dx.doi.org/10.21228/M8M027			The dystrophic muscle metabolome: effects of exercise and NO donor therapy	In Duchenne and Becker muscular dystrophy (DMD, BMD), loss of the cytoskeletal protein dystrophin weakens the sarcolemma and disrupts cellular signaling, rendering the diseased muscles susceptible to contractioninduced damage. We and others have shown that loss of neuronal nitric oxide synthase (nNOSµ) from the sarcolemma of dystrophin-deficient muscle causes functional muscle ischemia during exercise due to unopposed sympathetic vasoconstriction, thereby exacerbating fatigue and injury of the diseased muscles. Genetic and pharmacologic strategies targeting nNOSµ-NO signaling ameliorate functional muscle ischemia, as well as many other features of the dystrophic phenotype in the mdx mouse model of DMD/BMD. These findings suggest that the therapeutic benefit of NO likely extends beyond its vascular effects. A growing body of evidence indicates that NO directly influences muscle metabolism through effects on glucose transport as well as mitochondrial biogenesis and function. Both nNOS-/- mice and mdx mice exhibit muscle mitochondrial dysfunction, decreased resistance to fatigue, and exercise-induced muscle injury, suggesting a causal role of nNOSµ-NO deficiency. However, the specific metabolic changes resulting from reduced NO signaling that might render dystrophic muscle susceptible to fatigue and use-dependent injury remain poorly defined. Therefore, the goal of this pilot metabolomics study is to identify the unique biochemical profiles of skeletal and cardiac muscles of mdx mice to gain further mechanistic insight into the pathophysiological role of NO deficiency in muscular dystrophy. In Aim 1, we will characterize the skeletal and cardiac muscle metabolomes of mdx and nNOS-/- mice at rest and following a single bout of treadmill exercise with the goal of discovering common metabolic signatures caused by loss of NO signaling. In Aim 2, we will evaluate the potential of a NO donor drug that is under development as a therapeutic for DMD/BMD to improve the skeletal and cardiac muscle metabolomes in mdx mice. As a result of this pilot study, we hope to gain new understanding of the metabolic derangements in dystrophin-deficient muscle, insight into the therapeutic effects of NO replacement, and to identify new pathogenic mechanisms and putative therapeutic targets that will form the basis of future grant applications.
https://www.metabolomicsworkbench.org/	PR000461	http://dx.doi.org/10.21228/M8G609			Omega-6 and omega-3 oxylipins are implicated in soybean oil-induced obesity in mice	In this study we have compared the metabolic effects of conventional soybean oil to those of genetically modified Plenish soybean oil, that is low in linoleic acid and high in oleic acid. This work builds on our previous study showing that soybean oil, rich in polyunsaturated fats, is more obesogenic and diabetogenic than coconut oil, rich in saturated fats (PMID: 26200659). Here, in order to elucidate the mechanisms responsible for soybean oil induced obesity, we have performed the first ever metabolomics (in plasma and liver) and proteomics on the livers of mice fed the two soybean oil diets (plus those fed a high coconut oil and Viv chow diet). Our results show that the new high oleic soybean oil induces less obesity and adiposity than conventional soybean oil, but can cause hepatomegaly and liver dysfunction. Metabolomic analysis reveals that the hepatic and plasma metabolic profiles differ considerably between the two soybean oils. Hepatic C18 oxylipin metabolites of omega-6 (?6) and omega-3 (?3) fatty acids (linoleic and a-linolenic acid, respectively) in the cytochrome P450/soluble epoxide hydrolase pathway were found to correlate positively with obesity.
https://www.metabolomicsworkbench.org/	PR000462	http://dx.doi.org/10.21228/M8BG7G			Metabolomics analysis of different mouse APC subsets from lung and spleen of WT and mTOR-APC-KO	Antigen presenting cells from WT or mTOR-APC-KO mice were sorted from lung and spleens and subjected to metabolomics analysis.
https://www.metabolomicsworkbench.org/	PR000463	http://dx.doi.org/10.21228/M86P5J			Changes in metabolites and lipid mediators associated with supervised exercise training for peripheral artery disease	Peripheral artery disease (PAD) is a leading cause of cardiovascular related morbidity and mortality, affecting over 8.5 million men and women in the United States and greater than 200 million individuals worldwide. The mainstay of treatment to improve lower limb symptoms is supervised walking therapy, which does not affect plaque morphology or alter conduit artery blood flow, but rather ameliorates endothelial dysfunction, enhances skeletal muscle metabolism and mitochondrial function, and suppresses inflammatory activation. In this pilot feasibility project we will employ metabolic and lipidomic techniques to measure the effects of supervised exercise therapy on primary metabolism, complex lipids, and lipid mediators, and correlate these effects with individual, subject-level measures of the response to exercise therapy among subjects with PAD. The overarching theme of this work is to identify metabolites, complex lipids, and lipid mediators that are associated with the inter-individual variability in the response of subjects with PAD to supervised exercise therapy. This knowledge will significantly enhance our understanding of the pathophysiology of lower extremity symptoms in PAD, as well as the manner in which supervised exercise therapy improves walking intolerance. It will identify novel therapeutic targets and pathways for pharmacologic manipulation in the treatment of PAD. Aside from having the potential to generate multiple high-impact publications, it will serve as the basis for a planned NIH R01 submission by the PI at the conclusion of the award period.
https://www.metabolomicsworkbench.org/	PR000464	http://dx.doi.org/10.21228/M8303Z			Long term Breast Cancer Predicition Study	Determine if weight loss and diet has an effect on breast cancer survivors.
https://www.metabolomicsworkbench.org/	PR000465	http://dx.doi.org/10.21228/M8Z60N			Hormone-sensitive lipase (HSL) knock-out	Lipidomics in control, HSL ID, HSL DD
https://www.metabolomicsworkbench.org/	PR000466	http://dx.doi.org/10.21228/M8TG86			Metabolic Syndrome Studies	Plasma lipidomics
https://www.metabolomicsworkbench.org/	PR000467	http://dx.doi.org/10.21228/M8PP5W			Nutritional Psychiatric Illness Studies	Nutritional Aspects of Psychiatric Illness
https://www.metabolomicsworkbench.org/	PR000468	http://dx.doi.org/10.21228/M8K02X			Nonalcoholic fatty liver disease (NAFLD) Studies	Determine the genetic mechanism of action by which variants near PNPLA3 and LYPLAL1 exert their effects on promoting NAFLD
https://www.metabolomicsworkbench.org/	PR000469	http://dx.doi.org/10.21228/M8F61C			Rat Rotator Cuff Lipidomics Study	Shotgun Lipidomics of samples obtained from various timepoints of rotator cuff injury
https://www.metabolomicsworkbench.org/	PR000470	http://dx.doi.org/10.21228/M89G75			Diabetic Microvascular Plasma/Tissue Lipidomics- Comparison	Determine lipids in plasma and microvascular complication prone tissues in diabetic mouse models
https://www.metabolomicsworkbench.org/	PR000471	http://dx.doi.org/10.21228/M85P6M			Dietary macronutrient intake prediction by metabolomics	Effect of diet on metabolome
https://www.metabolomicsworkbench.org/	PR000472	http://dx.doi.org/10.21228/M82028			Characterization of Retinal Exudates in Coats Disease	The aim of our study is to characterize the retinal lipid exudates through lipidomic assays
https://www.metabolomicsworkbench.org/	PR000473	http://dx.doi.org/10.21228/M8X61Q			Prenatal exposure to BPA and HFDs	Prenatal exposure to BPA and HFDs are studied to determine impact on metabolic syndrome and non-alcoholic fatty liver disease outcomes in mouse pups from birth through 10 months
https://www.metabolomicsworkbench.org/	PR000474	http://dx.doi.org/10.21228/M8SG7H			Lipidomics of LCR/HCR rat mitochondria	Lipidomics of LCR/HCR rat mitochondria (2010 study, rest and 10min exercise)
https://www.metabolomicsworkbench.org/	PR000475	http://dx.doi.org/10.21228/M8NS47			Lipidomics in Suddent infant death syndrome	Lipid analysis of serum in controls and SIDS infants
https://www.metabolomicsworkbench.org/	PR000476	http://dx.doi.org/10.21228/M8J02M			Bmal1-ethanol based diet and liver injury	We want to test whether Bmal1 deficiency sensitizes ethanol induced liver injury
https://www.metabolomicsworkbench.org/	PR000477	http://dx.doi.org/10.21228/M8D89S			Effects of rosiglitazone treatment on lipid composition	rosiglitazone treatment of human adipose tissue
https://www.metabolomicsworkbench.org/	PR000478	http://dx.doi.org/10.21228/M88G7V			Effect of high fat diet and streptozotocin treatment on neuropathy	Ctrl,HF and DR mice: scn,drg,plasma for lipidomics
https://www.metabolomicsworkbench.org/	PR000479	http://dx.doi.org/10.21228/M84S5Z			Nonalcoholic steatohepatitis (NASH) changes with S.Q. Leptin administrations	Nonalcoholic steatohepatitis (NASH) Studies
https://www.metabolomicsworkbench.org/	PR000480	http://dx.doi.org/10.21228/M8102Z			Functional genomics study on Non Alcoholic fatty liver disease (NAFLD)	In this study, we determine the genetic mechanism of action by which variants near PNPLA3 and PPP1R3B exert their effects on promoting NAFLD
https://www.metabolomicsworkbench.org/	PR000481	http://dx.doi.org/10.21228/M8W902			Retinal tissue knockout to study efflux of cholesterol (AGCA1/G1 double KO)	ABCA1 and AGCG1, which is important gene to efflux the cholesterol from the cell/tissue, are knocked out in specific retinal tissue.
https://www.metabolomicsworkbench.org/	PR000482	http://dx.doi.org/10.21228/M8RG76			Fatty liver untargeted lipidomics	Use hepatic specific knockout model to identify new lipogenic gene during hepatic steatosis
https://www.metabolomicsworkbench.org/	PR000483	http://dx.doi.org/10.21228/M8MS59			Effect of fatty acids on macrophage lipid levels	Effect of fatty acids on macrophage lipid levels
https://www.metabolomicsworkbench.org/	PR000484	http://dx.doi.org/10.21228/M8H03P			Molecular genetic study on nonalcoholic fatty liver disease (NAFLD)	In this study, we determine the genetic mechanism of action by which variants near GCKR and PPP1R3B exert their effects on promoting NAFLD
https://www.metabolomicsworkbench.org/	PR000485	http://dx.doi.org/10.21228/M8C89G			Impact of prenatal bisphenol A (BPA) on the lipidomics of the female sheep	Gestational exposure of bisphenol A in female sheep induces metabolic phenotype and the impact of BPA on lipidomics is being assessed to determine the mechanism that leads to altered insulin sensitivity
https://www.metabolomicsworkbench.org/	PR000486	http://dx.doi.org/10.21228/M87G8X			Metabolic changes driven by Adenylate Kinase 4	Identify metabolic changed driven by Adenylate Kinase 4
https://www.metabolomicsworkbench.org/	PR000487	http://dx.doi.org/10.21228/M83S48			Biomarkers for different types of Multiple Scelerosis	Biomarkers for Secondary Progressive and Benign Multiple Scelerosis (MS)
https://www.metabolomicsworkbench.org/	PR000488	http://dx.doi.org/10.21228/M80031			Influence of Noxa knockdown on cell metabolism	Study of the influence of Noxa knockdown on cell metabolism
https://www.metabolomicsworkbench.org/	PR000489	http://dx.doi.org/10.21228/M8V89T			Human oral keratinocytes growth and proliferation based on culture medium volume	Using different culture medium volume to affect cultured human oral keratinocytes growth and proliferation rates
https://www.metabolomicsworkbench.org/	PR000490	http://dx.doi.org/10.21228/M8QK6J			Diabetis and Chronic Kidney Disease progression	Metabolomics of Chronic Kidney Disease progression
https://www.metabolomicsworkbench.org/	PR000492	http://dx.doi.org/10.21228/M8G31N			Metabolomic Profiles and aromatase inhibitor associated arthralgias	Performing metabolomic and lipidomic profiling of patients before and after aromatase inhibitor therapy in order to investigate the mechanism of action of AI therapy and why a subset of patients develop arthralgias during therapy
https://www.metabolomicsworkbench.org/	PR000493	http://dx.doi.org/10.21228/M8B895			Brain-Immune system-Gut Interaction Studies	Brain-Immune system-Gut Interaction in Chronic Mild Stress
https://www.metabolomicsworkbench.org/	PR000494	http://dx.doi.org/10.21228/M86K78			Psoriasis studies	Metabolomics of Psoriasis
https://www.metabolomicsworkbench.org/	PR000495	http://dx.doi.org/10.21228/M82S4Z			Analysis of Sirt5 knockdown (KD) melanoma	Sirt5 nontageted metabolites analysis
https://www.metabolomicsworkbench.org/	PR000496	http://dx.doi.org/10.21228/M8Z32C			Comparative Vitreous Analysis	Human vitreous collected in OR
